OTHER_COM1_118-325.wav: ...  άλφα τρία τρία τρία εννέα πέντε,  άλφα τρία τρία τρία εννέα πέντε, γυρίστε το ράδιο κομ ένα, στη συχνότητα ένα ένα οκτώ τελεία τρία δύο πέντε.
OWN_COM1_127-550.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ ένα, στη συχνότητα ένα δύο επτά τελεία πέντε πέντε μηδέν.
OWN_COM1_128-475.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ ένα, στη συχνότητα ένα δύο οκτώ τελεία τέσσερα επτά πέντε.
OWN_COM1_128-575.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ ένα, στη συχνότητα ένα δύο οκτώ τελεία πέντε επτά πέντε.
OWN_COM1_129-450.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ ένα, στη συχνότητα ένα δύο εννέα τελεία τέσσερα πέντε μηδέν.
OWN_COM2_124-450.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ δύο, στη συχνότητα ένα δύο τέσσερα τελεία τέσσερα πέντε μηδέν.
OWN_COM2_125-500.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ δύο, στη συχνότητα ένα δύο πέντε τελεία πέντε μηδέν μηδέν.
OWN_COM2_125-575.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ δύο, στη συχνότητα ένα δύο πέντε τελεία πέντε επτά πέντε.
OWN_COM2_126-475.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ δύο, στη συχνότητα ένα δύο έξι τελεία τέσσερα επτά πέντε.
OWN_COM2_126-550.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ δύο, στη συχνότητα ένα δύο έξι τελεία πέντε πέντε μηδέν.
OWN_COM2_127-500.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ δύο, στη συχνότητα ένα δύο επτά τελεία πέντε μηδέν μηδέν.
OWN_COM2_127-525.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ δύο, στη συχνότητα ένα δύο επτά τελεία πέντε δύο πέντε.
OWN_COM2_128-525.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ δύο, στη συχνότητα ένα δύο οκτώ τελεία πέντε δύο πέντε.
OWN_COM2_128-550.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ δύο, στη συχνότητα ένα δύο οκτώ τελεία πέντε πέντε μηδέν.
OWN_COM2_129-575.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο κομ δύο, στη συχνότητα ένα δύο εννέα τελεία πέντε επτά πέντε.
OWN_NAV1_110-650.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav ένα, στη συχνότητα ένα ένα μηδέν τελεία έξι πέντε μηδέν.
OWN_NAV1_111-500.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav ένα, στη συχνότητα ένα ένα ένα τελεία πέντε μηδέν μηδέν.
OWN_NAV1_111-600.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav ένα, στη συχνότητα ένα ένα ένα τελεία έξι μηδέν μηδέν.
OWN_NAV1_112-450.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav ένα, στη συχνότητα ένα ένα δύο τελεία τέσσερα πέντε μηδέν.
OWN_NAV1_112-550.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav ένα, στη συχνότητα ένα ένα δύο τελεία πέντε πέντε μηδέν.
OWN_NAV1_113-500.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav ένα, στη συχνότητα ένα ένα τρία τελεία πέντε μηδέν μηδέν.
OWN_NAV1_113-600.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav ένα, στη συχνότητα ένα ένα τρία τελεία έξι μηδέν μηδέν.
OWN_NAV1_114-450.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav ένα, στη συχνότητα ένα ένα τέσσερα τελεία τέσσερα πέντε μηδέν.
OWN_NAV1_114-650.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav ένα, στη συχνότητα ένα ένα τέσσερα τελεία έξι πέντε μηδέν.
OWN_NAV1_115-400.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav ένα, στη συχνότητα ένα ένα πέντε τελεία τέσσερα μηδέν μηδέν.
OWN_NAV2_110-500.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav δύο, στη συχνότητα ένα ένα μηδέν τελεία πέντε μηδέν μηδέν.
OWN_NAV2_111-400.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav δύο, στη συχνότητα ένα ένα ένα τελεία τέσσερα μηδέν μηδέν.
OWN_NAV2_111-650.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav δύο, στη συχνότητα ένα ένα ένα τελεία έξι πέντε μηδέν.
OWN_NAV2_112-450.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav δύο, στη συχνότητα ένα ένα δύο τελεία τέσσερα πέντε μηδέν.
OWN_NAV2_112-600.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav δύο, στη συχνότητα ένα ένα δύο τελεία έξι μηδέν μηδέν.
OWN_NAV2_113-500.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav δύο, στη συχνότητα ένα ένα τρία τελεία πέντε μηδέν μηδέν.
OWN_NAV2_113-550.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav δύο, στη συχνότητα ένα ένα τρία τελεία πέντε πέντε μηδέν.
OWN_NAV2_114-450.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav δύο, στη συχνότητα ένα ένα τέσσερα τελεία τέσσερα πέντε μηδέν.
OWN_NAV2_114-600.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav δύο, στη συχνότητα ένα ένα τέσσερα τελεία έξι μηδέν μηδέν.
OWN_NAV2_115-650.wav: ... ίσα πέντε μηδέν τέσσερα, ίσα πέντε μηδέν τέσσερα, γυρίστε το ράδιο Nav δύο, στη συχνότητα ένα ένα πέντε τελεία έξι πέντε μηδέν.
